"","tsunset","ts2","ts2round","ts2rounddate"
"3159","2009-08-26 19:13:09","2009-08-26 21:13:09","2009-08-26 21:00:00","2009-08-26"
"3160","2009-08-27 19:13:48","2009-08-27 21:13:48","2009-08-27 21:00:00","2009-08-27"
"3161","2009-08-28 19:14:27","2009-08-28 21:14:27","2009-08-28 21:00:00","2009-08-28"
"3162","2009-08-29 19:15:06","2009-08-29 21:15:06","2009-08-29 21:00:00","2009-08-29"
"3163","2009-08-30 19:15:45","2009-08-30 21:15:45","2009-08-30 21:00:00","2009-08-30"
"3164","2009-08-31 19:16:24","2009-08-31 21:16:24","2009-08-31 21:00:00","2009-08-31"
"3165","2009-09-01 19:17:03","2009-09-01 21:17:03","2009-09-01 21:00:00","2009-09-01"
"3166","2009-09-02 19:17:42","2009-09-02 21:17:42","2009-09-02 21:00:00","2009-09-02"
"3167","2009-09-03 19:18:21","2009-09-03 21:18:21","2009-09-03 21:00:00","2009-09-03"
"3168","2009-09-04 19:19:00","2009-09-04 21:19:00","2009-09-04 21:00:00","2009-09-04"
"3169","2009-09-05 19:19:38","2009-09-05 21:19:38","2009-09-05 21:00:00","2009-09-05"
"3170","2009-09-06 19:20:17","2009-09-06 21:20:17","2009-09-06 21:00:00","2009-09-06"
"3171","2009-09-07 19:20:56","2009-09-07 21:20:56","2009-09-07 21:00:00","2009-09-07"
"3172","2009-09-08 19:21:34","2009-09-08 21:21:34","2009-09-08 21:00:00","2009-09-08"
"3173","2009-09-09 19:22:13","2009-09-09 21:22:13","2009-09-09 21:00:00","2009-09-09"
"3174","2009-09-10 19:22:52","2009-09-10 21:22:52","2009-09-10 21:00:00","2009-09-10"
"3175","2009-09-11 19:23:31","2009-09-11 21:23:31","2009-09-11 21:00:00","2009-09-11"
"3176","2009-09-12 19:24:09","2009-09-12 21:24:09","2009-09-12 21:00:00","2009-09-12"
"3177","2009-09-13 19:24:48","2009-09-13 21:24:48","2009-09-13 21:00:00","2009-09-13"
"3178","2009-09-14 19:25:27","2009-09-14 21:25:27","2009-09-14 21:00:00","2009-09-14"
"3179","2009-09-15 19:26:06","2009-09-15 21:26:06","2009-09-15 21:00:00","2009-09-15"
"3180","2009-09-16 19:26:45","2009-09-16 21:26:45","2009-09-16 21:00:00","2009-09-16"
"3181","2009-09-17 19:27:24","2009-09-17 21:27:24","2009-09-17 21:00:00","2009-09-17"
"3182","2009-09-18 19:28:04","2009-09-18 21:28:04","2009-09-18 21:00:00","2009-09-18"
"3183","2009-09-19 19:28:43","2009-09-19 21:28:43","2009-09-19 21:00:00","2009-09-19"
"3184","2009-09-20 19:29:23","2009-09-20 21:29:23","2009-09-20 21:00:00","2009-09-20"
"3185","2009-09-21 19:30:02","2009-09-21 21:30:02","2009-09-21 22:00:00","2009-09-21"
"3186","2009-09-22 19:30:42","2009-09-22 21:30:42","2009-09-22 22:00:00","2009-09-22"
"3187","2009-09-23 19:31:22","2009-09-23 21:31:22","2009-09-23 22:00:00","2009-09-23"
"3188","2009-09-24 19:32:03","2009-09-24 21:32:03","2009-09-24 22:00:00","2009-09-24"
"3189","2009-09-25 19:32:43","2009-09-25 21:32:43","2009-09-25 22:00:00","2009-09-25"
"3190","2009-09-26 19:33:24","2009-09-26 21:33:24","2009-09-26 22:00:00","2009-09-26"
"3191","2009-09-27 19:34:04","2009-09-27 21:34:04","2009-09-27 22:00:00","2009-09-27"
"3192","2009-09-28 19:34:46","2009-09-28 21:34:46","2009-09-28 22:00:00","2009-09-28"
"3193","2009-09-29 19:35:27","2009-09-29 21:35:27","2009-09-29 22:00:00","2009-09-29"
"3194","2009-09-30 19:36:09","2009-09-30 21:36:09","2009-09-30 22:00:00","2009-09-30"
"3195","2009-10-01 19:36:50","2009-10-01 21:36:50","2009-10-01 22:00:00","2009-10-01"
"3196","2009-10-02 19:37:33","2009-10-02 21:37:33","2009-10-02 22:00:00","2009-10-02"
"3197","2009-10-03 19:38:15","2009-10-03 21:38:15","2009-10-03 22:00:00","2009-10-03"
"3198","2009-10-04 19:38:58","2009-10-04 21:38:58","2009-10-04 22:00:00","2009-10-04"
"3199","2009-10-05 19:39:41","2009-10-05 21:39:41","2009-10-05 22:00:00","2009-10-05"
"3200","2009-10-06 19:40:24","2009-10-06 21:40:24","2009-10-06 22:00:00","2009-10-06"
"3201","2009-10-07 19:41:08","2009-10-07 21:41:08","2009-10-07 22:00:00","2009-10-07"
"3202","2009-10-08 19:41:52","2009-10-08 21:41:52","2009-10-08 22:00:00","2009-10-08"
"3203","2009-10-09 19:42:36","2009-10-09 21:42:36","2009-10-09 22:00:00","2009-10-09"
"3204","2009-10-10 19:43:21","2009-10-10 21:43:21","2009-10-10 22:00:00","2009-10-10"
"3205","2009-10-11 19:44:06","2009-10-11 21:44:06","2009-10-11 22:00:00","2009-10-11"
"3206","2009-10-12 19:44:52","2009-10-12 21:44:52","2009-10-12 22:00:00","2009-10-12"
"3207","2009-10-13 19:45:38","2009-10-13 21:45:38","2009-10-13 22:00:00","2009-10-13"
"3208","2009-10-14 19:46:24","2009-10-14 21:46:24","2009-10-14 22:00:00","2009-10-14"
"3209","2009-10-15 19:47:11","2009-10-15 21:47:11","2009-10-15 22:00:00","2009-10-15"
"3210","2009-10-16 19:47:58","2009-10-16 21:47:58","2009-10-16 22:00:00","2009-10-16"
"3211","2009-10-17 19:48:45","2009-10-17 21:48:45","2009-10-17 22:00:00","2009-10-17"
"3212","2009-10-18 19:49:33","2009-10-18 21:49:33","2009-10-18 22:00:00","2009-10-18"
"3213","2009-10-19 19:50:22","2009-10-19 21:50:22","2009-10-19 22:00:00","2009-10-19"
"3214","2009-10-20 19:51:10","2009-10-20 21:51:10","2009-10-20 22:00:00","2009-10-20"
"3215","2009-10-21 19:51:59","2009-10-21 21:51:59","2009-10-21 22:00:00","2009-10-21"
"3216","2009-10-22 19:52:49","2009-10-22 21:52:49","2009-10-22 22:00:00","2009-10-22"
"3217","2009-10-23 19:53:39","2009-10-23 21:53:39","2009-10-23 22:00:00","2009-10-23"
"3218","2009-10-24 19:54:29","2009-10-24 21:54:29","2009-10-24 22:00:00","2009-10-24"
"3219","2009-10-25 19:55:20","2009-10-25 21:55:20","2009-10-25 22:00:00","2009-10-25"
"3220","2009-10-26 19:56:11","2009-10-26 21:56:11","2009-10-26 22:00:00","2009-10-26"
"3221","2009-10-27 19:57:02","2009-10-27 21:57:02","2009-10-27 22:00:00","2009-10-27"
"3222","2009-10-28 19:57:54","2009-10-28 21:57:54","2009-10-28 22:00:00","2009-10-28"
"3223","2009-10-29 19:58:46","2009-10-29 21:58:46","2009-10-29 22:00:00","2009-10-29"
"3224","2009-10-30 19:59:39","2009-10-30 21:59:39","2009-10-30 22:00:00","2009-10-30"
"3225","2009-10-31 20:00:32","2009-10-31 22:00:32","2009-10-31 22:00:00","2009-10-31"
"3226","2009-11-01 20:01:25","2009-11-01 22:01:25","2009-11-01 22:00:00","2009-11-01"
"3227","2009-11-02 20:02:19","2009-11-02 22:02:19","2009-11-02 22:00:00","2009-11-02"
"3228","2009-11-03 20:03:13","2009-11-03 22:03:13","2009-11-03 22:00:00","2009-11-03"
"3229","2009-11-04 20:04:07","2009-11-04 22:04:07","2009-11-04 22:00:00","2009-11-04"
"3230","2009-11-05 20:05:02","2009-11-05 22:05:02","2009-11-05 22:00:00","2009-11-05"
"3231","2009-11-06 20:05:57","2009-11-06 22:05:57","2009-11-06 22:00:00","2009-11-06"
"3232","2009-11-07 20:06:52","2009-11-07 22:06:52","2009-11-07 22:00:00","2009-11-07"
"3233","2009-11-08 20:07:47","2009-11-08 22:07:47","2009-11-08 22:00:00","2009-11-08"
"3234","2009-11-09 20:08:42","2009-11-09 22:08:42","2009-11-09 22:00:00","2009-11-09"
"3235","2009-11-10 20:09:38","2009-11-10 22:09:38","2009-11-10 22:00:00","2009-11-10"
"3236","2009-11-11 20:10:34","2009-11-11 22:10:34","2009-11-11 22:00:00","2009-11-11"
"3237","2009-11-12 20:11:30","2009-11-12 22:11:30","2009-11-12 22:00:00","2009-11-12"
"3238","2009-11-13 20:12:26","2009-11-13 22:12:26","2009-11-13 22:00:00","2009-11-13"
"3239","2009-11-14 20:13:22","2009-11-14 22:13:22","2009-11-14 22:00:00","2009-11-14"
"3240","2009-11-15 20:14:18","2009-11-15 22:14:18","2009-11-15 22:00:00","2009-11-15"
"3241","2009-11-16 20:15:14","2009-11-16 22:15:14","2009-11-16 22:00:00","2009-11-16"
"3242","2009-11-17 20:16:10","2009-11-17 22:16:10","2009-11-17 22:00:00","2009-11-17"
"3243","2009-11-18 20:17:06","2009-11-18 22:17:06","2009-11-18 22:00:00","2009-11-18"
"3244","2009-11-19 20:18:02","2009-11-19 22:18:02","2009-11-19 22:00:00","2009-11-19"
"3245","2009-11-20 20:18:58","2009-11-20 22:18:58","2009-11-20 22:00:00","2009-11-20"
"3246","2009-11-21 20:19:54","2009-11-21 22:19:54","2009-11-21 22:00:00","2009-11-21"
"3247","2009-11-22 20:20:49","2009-11-22 22:20:49","2009-11-22 22:00:00","2009-11-22"
"3248","2009-11-23 20:21:45","2009-11-23 22:21:45","2009-11-23 22:00:00","2009-11-23"
"3249","2009-11-24 20:22:40","2009-11-24 22:22:40","2009-11-24 22:00:00","2009-11-24"
"3250","2009-11-25 20:23:34","2009-11-25 22:23:34","2009-11-25 22:00:00","2009-11-25"
"3251","2009-11-26 20:24:28","2009-11-26 22:24:28","2009-11-26 22:00:00","2009-11-26"
"3252","2009-11-27 20:25:22","2009-11-27 22:25:22","2009-11-27 22:00:00","2009-11-27"
"3253","2009-11-28 20:26:16","2009-11-28 22:26:16","2009-11-28 22:00:00","2009-11-28"
"3254","2009-11-29 20:27:08","2009-11-29 22:27:08","2009-11-29 22:00:00","2009-11-29"
"3255","2009-11-30 20:28:01","2009-11-30 22:28:01","2009-11-30 22:00:00","2009-11-30"
"3256","2009-12-01 20:28:52","2009-12-01 22:28:52","2009-12-01 22:00:00","2009-12-01"
"3257","2009-12-02 20:29:43","2009-12-02 22:29:43","2009-12-02 22:00:00","2009-12-02"
"3258","2009-12-03 20:30:34","2009-12-03 22:30:34","2009-12-03 23:00:00","2009-12-03"
"3259","2009-12-04 20:31:23","2009-12-04 22:31:23","2009-12-04 23:00:00","2009-12-04"
"3260","2009-12-05 20:32:12","2009-12-05 22:32:12","2009-12-05 23:00:00","2009-12-05"
"3261","2009-12-06 20:33:00","2009-12-06 22:33:00","2009-12-06 23:00:00","2009-12-06"
"3262","2009-12-07 20:33:47","2009-12-07 22:33:47","2009-12-07 23:00:00","2009-12-07"
"3263","2009-12-08 20:34:33","2009-12-08 22:34:33","2009-12-08 23:00:00","2009-12-08"
"3264","2009-12-09 20:35:19","2009-12-09 22:35:19","2009-12-09 23:00:00","2009-12-09"
"3265","2009-12-10 20:36:03","2009-12-10 22:36:03","2009-12-10 23:00:00","2009-12-10"
"3266","2009-12-11 20:36:46","2009-12-11 22:36:46","2009-12-11 23:00:00","2009-12-11"
"3267","2009-12-12 20:37:28","2009-12-12 22:37:28","2009-12-12 23:00:00","2009-12-12"
"3268","2009-12-13 20:38:08","2009-12-13 22:38:08","2009-12-13 23:00:00","2009-12-13"
"3269","2009-12-14 20:38:48","2009-12-14 22:38:48","2009-12-14 23:00:00","2009-12-14"
"3270","2009-12-15 20:39:26","2009-12-15 22:39:26","2009-12-15 23:00:00","2009-12-15"
"3271","2009-12-16 20:40:03","2009-12-16 22:40:03","2009-12-16 23:00:00","2009-12-16"
"3272","2009-12-17 20:40:39","2009-12-17 22:40:39","2009-12-17 23:00:00","2009-12-17"
"3273","2009-12-18 20:41:13","2009-12-18 22:41:13","2009-12-18 23:00:00","2009-12-18"
"3274","2009-12-19 20:41:46","2009-12-19 22:41:46","2009-12-19 23:00:00","2009-12-19"
"3275","2009-12-20 20:42:18","2009-12-20 22:42:18","2009-12-20 23:00:00","2009-12-20"
"3276","2009-12-21 20:42:48","2009-12-21 22:42:48","2009-12-21 23:00:00","2009-12-21"
"3277","2009-12-22 20:43:16","2009-12-22 22:43:16","2009-12-22 23:00:00","2009-12-22"
"3278","2009-12-23 20:43:43","2009-12-23 22:43:43","2009-12-23 23:00:00","2009-12-23"
"3279","2009-12-24 20:44:08","2009-12-24 22:44:08","2009-12-24 23:00:00","2009-12-24"
"3280","2009-12-25 20:44:32","2009-12-25 22:44:32","2009-12-25 23:00:00","2009-12-25"
"3281","2009-12-26 20:44:54","2009-12-26 22:44:54","2009-12-26 23:00:00","2009-12-26"
"3282","2009-12-27 20:45:14","2009-12-27 22:45:14","2009-12-27 23:00:00","2009-12-27"
"3283","2009-12-28 20:45:32","2009-12-28 22:45:32","2009-12-28 23:00:00","2009-12-28"
"3284","2009-12-29 20:45:49","2009-12-29 22:45:49","2009-12-29 23:00:00","2009-12-29"
"3285","2009-12-30 20:46:04","2009-12-30 22:46:04","2009-12-30 23:00:00","2009-12-30"
"3286","2009-12-31 20:46:18","2009-12-31 22:46:18","2009-12-31 23:00:00","2009-12-31"
"3287","2010-01-01 20:46:29","2010-01-01 22:46:29","2010-01-01 23:00:00","2010-01-01"
"3288","2010-01-02 20:46:39","2010-01-02 22:46:39","2010-01-02 23:00:00","2010-01-02"
"3289","2010-01-03 20:46:47","2010-01-03 22:46:47","2010-01-03 23:00:00","2010-01-03"
"3290","2010-01-04 20:46:53","2010-01-04 22:46:53","2010-01-04 23:00:00","2010-01-04"
"3291","2010-01-05 20:46:57","2010-01-05 22:46:57","2010-01-05 23:00:00","2010-01-05"
"3292","2010-01-06 20:47:00","2010-01-06 22:47:00","2010-01-06 23:00:00","2010-01-06"
"3293","2010-01-07 20:47:00","2010-01-07 22:47:00","2010-01-07 23:00:00","2010-01-07"
"3294","2010-01-08 20:46:59","2010-01-08 22:46:59","2010-01-08 23:00:00","2010-01-08"
"3295","2010-01-09 20:46:56","2010-01-09 22:46:56","2010-01-09 23:00:00","2010-01-09"
"3296","2010-01-10 20:46:51","2010-01-10 22:46:51","2010-01-10 23:00:00","2010-01-10"
"3297","2010-01-11 20:46:44","2010-01-11 22:46:44","2010-01-11 23:00:00","2010-01-11"
"3298","2010-01-12 20:46:35","2010-01-12 22:46:35","2010-01-12 23:00:00","2010-01-12"
"3299","2010-01-13 20:46:25","2010-01-13 22:46:25","2010-01-13 23:00:00","2010-01-13"
"3300","2010-01-14 20:46:13","2010-01-14 22:46:13","2010-01-14 23:00:00","2010-01-14"
"3301","2010-01-15 20:45:58","2010-01-15 22:45:58","2010-01-15 23:00:00","2010-01-15"
"3302","2010-01-16 20:45:42","2010-01-16 22:45:42","2010-01-16 23:00:00","2010-01-16"
"3303","2010-01-17 20:45:25","2010-01-17 22:45:25","2010-01-17 23:00:00","2010-01-17"
"3304","2010-01-18 20:45:05","2010-01-18 22:45:05","2010-01-18 23:00:00","2010-01-18"
"3305","2010-01-19 20:44:44","2010-01-19 22:44:44","2010-01-19 23:00:00","2010-01-19"
"3306","2010-01-20 20:44:20","2010-01-20 22:44:20","2010-01-20 23:00:00","2010-01-20"
"3307","2010-01-21 20:43:55","2010-01-21 22:43:55","2010-01-21 23:00:00","2010-01-21"
"3308","2010-01-22 20:43:29","2010-01-22 22:43:29","2010-01-22 23:00:00","2010-01-22"
"3309","2010-01-23 20:43:00","2010-01-23 22:43:00","2010-01-23 23:00:00","2010-01-23"
"3310","2010-01-24 20:42:30","2010-01-24 22:42:30","2010-01-24 23:00:00","2010-01-24"
"3311","2010-01-25 20:41:59","2010-01-25 22:41:59","2010-01-25 23:00:00","2010-01-25"
"3312","2010-01-26 20:41:25","2010-01-26 22:41:25","2010-01-26 23:00:00","2010-01-26"
"3313","2010-01-27 20:40:50","2010-01-27 22:40:50","2010-01-27 23:00:00","2010-01-27"
"3314","2010-01-28 20:40:13","2010-01-28 22:40:13","2010-01-28 23:00:00","2010-01-28"
"3315","2010-01-29 20:39:35","2010-01-29 22:39:35","2010-01-29 23:00:00","2010-01-29"
"3316","2010-01-30 20:38:55","2010-01-30 22:38:55","2010-01-30 23:00:00","2010-01-30"
"3317","2010-01-31 20:38:14","2010-01-31 22:38:14","2010-01-31 23:00:00","2010-01-31"
"3318","2010-02-01 20:37:31","2010-02-01 22:37:31","2010-02-01 23:00:00","2010-02-01"
"3319","2010-02-02 20:36:47","2010-02-02 22:36:47","2010-02-02 23:00:00","2010-02-02"
"3320","2010-02-03 20:36:01","2010-02-03 22:36:01","2010-02-03 23:00:00","2010-02-03"
"3321","2010-02-04 20:35:14","2010-02-04 22:35:14","2010-02-04 23:00:00","2010-02-04"
"3322","2010-02-05 20:34:25","2010-02-05 22:34:25","2010-02-05 23:00:00","2010-02-05"
"3323","2010-02-06 20:33:35","2010-02-06 22:33:35","2010-02-06 23:00:00","2010-02-06"
"3324","2010-02-07 20:32:44","2010-02-07 22:32:44","2010-02-07 23:00:00","2010-02-07"
"3325","2010-02-08 20:31:52","2010-02-08 22:31:52","2010-02-08 23:00:00","2010-02-08"
"3326","2010-02-09 20:30:58","2010-02-09 22:30:58","2010-02-09 23:00:00","2010-02-09"
"3327","2010-02-10 20:30:03","2010-02-10 22:30:03","2010-02-10 23:00:00","2010-02-10"
"3328","2010-02-11 20:29:06","2010-02-11 22:29:06","2010-02-11 22:00:00","2010-02-11"
"3329","2010-02-12 20:28:09","2010-02-12 22:28:09","2010-02-12 22:00:00","2010-02-12"
"3330","2010-02-13 20:27:10","2010-02-13 22:27:10","2010-02-13 22:00:00","2010-02-13"
"3331","2010-02-14 20:26:10","2010-02-14 22:26:10","2010-02-14 22:00:00","2010-02-14"
"3332","2010-02-15 20:25:09","2010-02-15 22:25:09","2010-02-15 22:00:00","2010-02-15"
"3333","2010-02-16 20:24:07","2010-02-16 22:24:07","2010-02-16 22:00:00","2010-02-16"
"3334","2010-02-17 20:23:04","2010-02-17 22:23:04","2010-02-17 22:00:00","2010-02-17"
"3335","2010-02-18 20:22:00","2010-02-18 22:22:00","2010-02-18 22:00:00","2010-02-18"
"3336","2010-02-19 20:20:55","2010-02-19 22:20:55","2010-02-19 22:00:00","2010-02-19"
"3337","2010-02-20 20:19:49","2010-02-20 22:19:49","2010-02-20 22:00:00","2010-02-20"
"3338","2010-02-21 20:18:43","2010-02-21 22:18:43","2010-02-21 22:00:00","2010-02-21"
"3339","2010-02-22 20:17:35","2010-02-22 22:17:35","2010-02-22 22:00:00","2010-02-22"
"3340","2010-02-23 20:16:26","2010-02-23 22:16:26","2010-02-23 22:00:00","2010-02-23"
"3341","2010-02-24 20:15:17","2010-02-24 22:15:17","2010-02-24 22:00:00","2010-02-24"
"3342","2010-02-25 20:14:07","2010-02-25 22:14:07","2010-02-25 22:00:00","2010-02-25"
"3343","2010-02-26 20:12:56","2010-02-26 22:12:56","2010-02-26 22:00:00","2010-02-26"
"3344","2010-02-27 20:11:44","2010-02-27 22:11:44","2010-02-27 22:00:00","2010-02-27"
"3345","2010-02-28 20:10:32","2010-02-28 22:10:32","2010-02-28 22:00:00","2010-02-28"
"3346","2010-03-01 20:09:19","2010-03-01 22:09:19","2010-03-01 22:00:00","2010-03-01"
"3347","2010-03-02 20:08:06","2010-03-02 22:08:06","2010-03-02 22:00:00","2010-03-02"
"3348","2010-03-03 20:06:51","2010-03-03 22:06:51","2010-03-03 22:00:00","2010-03-03"
"3349","2010-03-04 20:05:37","2010-03-04 22:05:37","2010-03-04 22:00:00","2010-03-04"
"3350","2010-03-05 20:04:21","2010-03-05 22:04:21","2010-03-05 22:00:00","2010-03-05"
"3351","2010-03-06 20:03:06","2010-03-06 22:03:06","2010-03-06 22:00:00","2010-03-06"
"3352","2010-03-07 20:01:49","2010-03-07 22:01:49","2010-03-07 22:00:00","2010-03-07"
"3353","2010-03-08 20:00:33","2010-03-08 22:00:33","2010-03-08 22:00:00","2010-03-08"
"3354","2010-03-09 19:59:16","2010-03-09 21:59:16","2010-03-09 22:00:00","2010-03-09"
"3355","2010-03-10 19:57:58","2010-03-10 21:57:58","2010-03-10 22:00:00","2010-03-10"
"3356","2010-03-11 19:56:40","2010-03-11 21:56:40","2010-03-11 22:00:00","2010-03-11"
"3357","2010-03-12 19:55:22","2010-03-12 21:55:22","2010-03-12 22:00:00","2010-03-12"
"3358","2010-03-13 19:54:04","2010-03-13 21:54:04","2010-03-13 22:00:00","2010-03-13"
"3359","2010-03-14 19:52:45","2010-03-14 21:52:45","2010-03-14 22:00:00","2010-03-14"
"3360","2010-03-15 19:51:26","2010-03-15 21:51:26","2010-03-15 22:00:00","2010-03-15"
"3361","2010-03-16 19:50:07","2010-03-16 21:50:07","2010-03-16 22:00:00","2010-03-16"
"3362","2010-03-17 19:48:48","2010-03-17 21:48:48","2010-03-17 22:00:00","2010-03-17"
"3363","2010-03-18 19:47:28","2010-03-18 21:47:28","2010-03-18 22:00:00","2010-03-18"
"3364","2010-03-19 19:46:09","2010-03-19 21:46:09","2010-03-19 22:00:00","2010-03-19"
"3365","2010-03-20 19:44:49","2010-03-20 21:44:49","2010-03-20 22:00:00","2010-03-20"
"3366","2010-03-21 19:43:29","2010-03-21 21:43:29","2010-03-21 22:00:00","2010-03-21"
"3367","2010-03-22 19:42:09","2010-03-22 21:42:09","2010-03-22 22:00:00","2010-03-22"
"3368","2010-03-23 19:40:50","2010-03-23 21:40:50","2010-03-23 22:00:00","2010-03-23"
"3369","2010-03-24 19:39:30","2010-03-24 21:39:30","2010-03-24 22:00:00","2010-03-24"
"3370","2010-03-25 19:38:10","2010-03-25 21:38:10","2010-03-25 22:00:00","2010-03-25"
"3371","2010-03-26 19:36:51","2010-03-26 21:36:51","2010-03-26 22:00:00","2010-03-26"
"3372","2010-03-27 19:35:31","2010-03-27 21:35:31","2010-03-27 22:00:00","2010-03-27"
"3373","2010-03-28 19:34:12","2010-03-28 21:34:12","2010-03-28 22:00:00","2010-03-28"
"3374","2010-03-29 19:32:53","2010-03-29 21:32:53","2010-03-29 22:00:00","2010-03-29"
"3375","2010-03-30 19:31:34","2010-03-30 21:31:34","2010-03-30 22:00:00","2010-03-30"
"3376","2010-03-31 19:30:15","2010-03-31 21:30:15","2010-03-31 22:00:00","2010-03-31"
"3377","2010-04-01 19:28:57","2010-04-01 21:28:57","2010-04-01 21:00:00","2010-04-01"
"3378","2010-04-02 19:27:38","2010-04-02 21:27:38","2010-04-02 21:00:00","2010-04-02"
"3379","2010-04-03 19:26:21","2010-04-03 21:26:21","2010-04-03 21:00:00","2010-04-03"
"3380","2010-04-04 19:25:03","2010-04-04 21:25:03","2010-04-04 21:00:00","2010-04-04"
"3381","2010-04-05 19:23:46","2010-04-05 21:23:46","2010-04-05 21:00:00","2010-04-05"
"3382","2010-04-06 19:22:29","2010-04-06 21:22:29","2010-04-06 21:00:00","2010-04-06"
"3383","2010-04-07 19:21:13","2010-04-07 21:21:13","2010-04-07 21:00:00","2010-04-07"
"3384","2010-04-08 19:19:57","2010-04-08 21:19:57","2010-04-08 21:00:00","2010-04-08"
"3385","2010-04-09 19:18:41","2010-04-09 21:18:41","2010-04-09 21:00:00","2010-04-09"
"3386","2010-04-10 19:17:26","2010-04-10 21:17:26","2010-04-10 21:00:00","2010-04-10"
"3387","2010-04-11 19:16:12","2010-04-11 21:16:12","2010-04-11 21:00:00","2010-04-11"
"3388","2010-04-12 19:14:58","2010-04-12 21:14:58","2010-04-12 21:00:00","2010-04-12"
"3389","2010-04-13 19:13:45","2010-04-13 21:13:45","2010-04-13 21:00:00","2010-04-13"
"3390","2010-04-14 19:12:32","2010-04-14 21:12:32","2010-04-14 21:00:00","2010-04-14"
"3391","2010-04-15 19:11:21","2010-04-15 21:11:21","2010-04-15 21:00:00","2010-04-15"
"3392","2010-04-16 19:10:09","2010-04-16 21:10:09","2010-04-16 21:00:00","2010-04-16"
"3393","2010-04-17 19:08:59","2010-04-17 21:08:59","2010-04-17 21:00:00","2010-04-17"
"3394","2010-04-18 19:07:49","2010-04-18 21:07:49","2010-04-18 21:00:00","2010-04-18"
"3395","2010-04-19 19:06:40","2010-04-19 21:06:40","2010-04-19 21:00:00","2010-04-19"
"3396","2010-04-20 19:05:31","2010-04-20 21:05:31","2010-04-20 21:00:00","2010-04-20"
"3397","2010-04-21 19:04:24","2010-04-21 21:04:24","2010-04-21 21:00:00","2010-04-21"
"3398","2010-04-22 19:03:17","2010-04-22 21:03:17","2010-04-22 21:00:00","2010-04-22"
"3399","2010-04-23 19:02:11","2010-04-23 21:02:11","2010-04-23 21:00:00","2010-04-23"
"3400","2010-04-24 19:01:07","2010-04-24 21:01:07","2010-04-24 21:00:00","2010-04-24"
"3401","2010-04-25 19:00:03","2010-04-25 21:00:03","2010-04-25 21:00:00","2010-04-25"
"3402","2010-04-26 18:59:00","2010-04-26 20:59:00","2010-04-26 21:00:00","2010-04-26"
"3403","2010-04-27 18:57:57","2010-04-27 20:57:57","2010-04-27 21:00:00","2010-04-27"
"3404","2010-04-28 18:56:56","2010-04-28 20:56:56","2010-04-28 21:00:00","2010-04-28"
"3405","2010-04-29 18:55:56","2010-04-29 20:55:56","2010-04-29 21:00:00","2010-04-29"
"3406","2010-04-30 18:54:57","2010-04-30 20:54:57","2010-04-30 21:00:00","2010-04-30"
"3407","2010-05-01 18:53:59","2010-05-01 20:53:59","2010-05-01 21:00:00","2010-05-01"
"3408","2010-05-02 18:53:02","2010-05-02 20:53:02","2010-05-02 21:00:00","2010-05-02"
"3409","2010-05-03 18:52:07","2010-05-03 20:52:07","2010-05-03 21:00:00","2010-05-03"
"3410","2010-05-04 18:51:12","2010-05-04 20:51:12","2010-05-04 21:00:00","2010-05-04"
"3411","2010-05-05 18:50:18","2010-05-05 20:50:18","2010-05-05 21:00:00","2010-05-05"
"3412","2010-05-06 18:49:26","2010-05-06 20:49:26","2010-05-06 21:00:00","2010-05-06"
"3413","2010-05-07 18:48:35","2010-05-07 20:48:35","2010-05-07 21:00:00","2010-05-07"
"3414","2010-05-08 18:47:45","2010-05-08 20:47:45","2010-05-08 21:00:00","2010-05-08"
"3415","2010-05-09 18:46:57","2010-05-09 20:46:57","2010-05-09 21:00:00","2010-05-09"
"3416","2010-05-10 18:46:09","2010-05-10 20:46:09","2010-05-10 21:00:00","2010-05-10"
"3417","2010-05-11 18:45:23","2010-05-11 20:45:23","2010-05-11 21:00:00","2010-05-11"
"3418","2010-05-12 18:44:39","2010-05-12 20:44:39","2010-05-12 21:00:00","2010-05-12"
"3419","2010-05-13 18:43:55","2010-05-13 20:43:55","2010-05-13 21:00:00","2010-05-13"
"3420","2010-05-14 18:43:13","2010-05-14 20:43:13","2010-05-14 21:00:00","2010-05-14"
"3421","2010-05-15 18:42:32","2010-05-15 20:42:32","2010-05-15 21:00:00","2010-05-15"
"3422","2010-05-16 18:41:53","2010-05-16 20:41:53","2010-05-16 21:00:00","2010-05-16"
"3423","2010-05-17 18:41:15","2010-05-17 20:41:15","2010-05-17 21:00:00","2010-05-17"
"3424","2010-05-18 18:40:39","2010-05-18 20:40:39","2010-05-18 21:00:00","2010-05-18"
"3425","2010-05-19 18:40:04","2010-05-19 20:40:04","2010-05-19 21:00:00","2010-05-19"
"3426","2010-05-20 18:39:30","2010-05-20 20:39:30","2010-05-20 21:00:00","2010-05-20"
"3427","2010-05-21 18:38:58","2010-05-21 20:38:58","2010-05-21 21:00:00","2010-05-21"
"3428","2010-05-22 18:38:27","2010-05-22 20:38:27","2010-05-22 21:00:00","2010-05-22"
"3429","2010-05-23 18:37:58","2010-05-23 20:37:58","2010-05-23 21:00:00","2010-05-23"
"3430","2010-05-24 18:37:30","2010-05-24 20:37:30","2010-05-24 21:00:00","2010-05-24"
"3431","2010-05-25 18:37:04","2010-05-25 20:37:04","2010-05-25 21:00:00","2010-05-25"
"3432","2010-05-26 18:36:39","2010-05-26 20:36:39","2010-05-26 21:00:00","2010-05-26"
